loan_type,loan_amount,interest_rate,loan_term,employment_type,income_level,credit_score,gender,marital_status,education_level,default_status
Personal Loan,72229,0.105967544,53,Self-employed,Medium,745,Female,Married,Bachelor,0
Home Loan,52196,0.070468852,15,Self-employed,Medium,373,Female,Divorced,PhD,0
Car Loan,81354,0.07938061,26,Self-employed,Medium,395,Female,Divorced,High School,0
Education Loan,97774,0.088340331,38,Part-time,Medium,472,Female,Single,High School,0
Personal Loan,97410,0.071130728,19,Full-time,High,705,Female,Single,Bachelor,0
Car Loan,27715,0.052301404,34,Self-employed,Low,454,Male,Married,PhD,0
Car Loan,28605,0.073570182,26,Full-time,Medium,482,Female,Married,PhD,0
Home Loan,32174,0.095441608,38,Self-employed,Medium,622,Female,Married,Master,1
Car Loan,10956,0.074946573,42,Full-time,Medium,588,Female,Married,Bachelor,0
Personal Loan,77373,0.067303485,50,Full-time,Low,557,Female,Married,Master,0
Personal Loan,70252,0.093885083,58,Self-employed,Medium,473,Male,Divorced,PhD,0
Home Loan,62949,0.075038377,19,Self-employed,Low,629,Male,Single,Bachelor,1
Home Loan,63646,0.072347588,41,Part-time,Low,530,Female,Divorced,High School,0
Personal Loan,71017,0.082241841,53,Self-employed,Low,460,Male,Single,High School,1
Home Loan,64037,0.091561253,29,Self-employed,Low,485,Male,Single,Master,0
Car Loan,90818,0.115725703,15,Self-employed,High,442,Male,Single,Bachelor,1
Personal Loan,7548,0.092408542,58,Part-time,High,581,Male,Divorced,PhD,0
Home Loan,74294,0.097397599,54,Full-time,High,326,Female,Married,Master,0
Personal Loan,24177,0.072410507,33,Part-time,Medium,545,Female,Single,High School,0
Car Loan,25022,0.064611978,14,Full-time,Low,786,Female,Single,PhD,0
Home Loan,6542,0.08093497,26,Self-employed,Low,501,Female,Divorced,Bachelor,0
Personal Loan,92012,0.081607549,46,Self-employed,High,320,Female,Divorced,High School,0
Car Loan,97320,0.063822309,58,Self-employed,High,393,Male,Married,PhD,0
Home Loan,61428,0.077370582,49,Part-time,Low,307,Female,Married,High School,0
Personal Loan,23740,0.085989764,44,Part-time,High,771,Female,Single,Bachelor,0
Car Loan,60353,0.085405901,25,Self-employed,Medium,638,Male,Divorced,Master,1
Car Loan,91353,0.087564318,59,Part-time,Medium,558,Male,Married,PhD,1
Car Loan,57532,0.084364471,12,Self-employed,Medium,354,Female,Married,PhD,0
Education Loan,17052,0.07239487,37,Part-time,Low,847,Male,Married,Bachelor,0
Car Loan,48076,0.072291491,19,Self-employed,High,305,Female,Divorced,High School,0
Car Loan,54420,0.062015729,27,Part-time,Medium,676,Male,Divorced,High School,0
Home Loan,1671,0.106771626,49,Full-time,Medium,349,Female,Divorced,High School,0
Education Loan,1163,0.080201755,21,Self-employed,Medium,411,Female,Divorced,PhD,0
Car Loan,42424,0.076627204,53,Part-time,Medium,445,Female,Divorced,PhD,0
Home Loan,54744,0.066068119,48,Part-time,Medium,529,Female,Single,High School,0
Home Loan,71331,0.124034869,37,Self-employed,High,796,Male,Single,PhD,0
Personal Loan,11634,0.06390008,39,Part-time,Medium,605,Female,Divorced,Master,0
Personal Loan,5798,0.073567281,23,Full-time,Medium,841,Female,Single,Bachelor,0
Education Loan,23420,0.086237553,31,Full-time,Medium,760,Female,Divorced,Bachelor,1
Home Loan,30300,0.089003194,25,Part-time,Low,525,Female,Single,PhD,0
Car Loan,90881,0.094368981,57,Self-employed,High,358,Male,Single,Master,0
Car Loan,11749,0.107114128,46,Part-time,Medium,375,Male,Married,Master,0
Home Loan,26121,0.087592365,40,Part-time,High,727,Female,Divorced,High School,0
Education Loan,38487,0.064159538,23,Full-time,Medium,431,Female,Single,Bachelor,0
Car Loan,94947,0.076145823,29,Part-time,Low,797,Male,Single,Bachelor,0
Education Loan,34361,0.084617486,55,Self-employed,Low,604,Female,Married,Bachelor,0
Home Loan,22223,0.111023391,13,Full-time,Low,366,Female,Single,PhD,0
Education Loan,73930,0.059032918,13,Part-time,Low,529,Male,Married,Master,0
Personal Loan,15056,0.098038648,28,Self-employed,Medium,632,Male,Single,High School,0
Education Loan,29380,0.082698716,21,Full-time,High,576,Male,Married,PhD,0
Education Loan,27035,0.092567458,29,Self-employed,Medium,443,Female,Married,High School,0
Car Loan,31620,0.078470079,33,Self-employed,Low,550,Female,Divorced,PhD,0
Education Loan,20877,0.067363511,30,Self-employed,Low,379,Female,Divorced,Bachelor,1
Car Loan,56316,0.091263092,12,Part-time,Medium,356,Female,Single,High School,0
Car Loan,65041,0.089816465,35,Full-time,Medium,665,Male,Divorced,Master,0
Personal Loan,54352,0.094580854,47,Part-time,High,607,Male,Divorced,Master,0
Car Loan,31911,0.07980043,36,Full-time,High,473,Male,Divorced,PhD,0
Home Loan,33784,0.07100267,47,Self-employed,High,761,Male,Single,Bachelor,0
Car Loan,4191,0.056618195,42,Self-employed,High,792,Female,Single,PhD,0
Home Loan,34160,0.092290599,42,Part-time,Low,673,Female,Divorced,High School,0
Car Loan,91536,0.086358342,13,Self-employed,Low,648,Male,Divorced,Master,0
Home Loan,65641,0.065513261,30,Self-employed,High,366,Female,Single,Master,0
Personal Loan,50723,0.071921395,23,Self-employed,High,629,Male,Divorced,Master,0
Education Loan,4631,0.072998618,21,Full-time,Low,493,Male,Married,Master,1
Car Loan,7172,0.057755234,42,Full-time,Low,454,Female,Single,High School,0
Personal Loan,43080,0.067734764,56,Part-time,Low,459,Female,Single,Master,0
Personal Loan,90097,0.062992545,33,Full-time,High,565,Female,Married,PhD,0
Car Loan,91353,0.073812815,34,Self-employed,High,467,Female,Divorced,Master,0
Car Loan,21281,0.068919538,34,Self-employed,Low,444,Female,Married,High School,0
Home Loan,29671,0.055594926,26,Self-employed,Low,485,Female,Divorced,Bachelor,0
Car Loan,52431,0.110338853,37,Part-time,Medium,722,Female,Divorced,Bachelor,0
Car Loan,91900,0.098788111,14,Self-employed,Medium,756,Female,Single,Master,0
Home Loan,93961,0.068314709,34,Self-employed,Low,644,Male,Single,Bachelor,0
Home Loan,29602,0.084086321,31,Part-time,Low,815,Male,Divorced,High School,1
Car Loan,89789,0.086261976,56,Full-time,Medium,403,Female,Married,Master,0
Car Loan,52399,0.097866288,51,Full-time,High,546,Female,Single,High School,0
Car Loan,24472,0.067720925,50,Full-time,Low,322,Male,Divorced,Bachelor,0
Education Loan,50230,0.096381602,19,Part-time,Low,824,Male,Single,Bachelor,0
Education Loan,74616,0.07178142,29,Part-time,Low,443,Male,Single,Master,0
Personal Loan,8099,0.059962064,52,Self-employed,High,492,Male,Single,Bachelor,0
Personal Loan,26431,0.090862048,17,Self-employed,Medium,764,Female,Married,Master,0
Car Loan,57492,0.099361376,38,Part-time,High,674,Male,Married,Master,1
Home Loan,97722,0.118818635,47,Part-time,High,565,Male,Divorced,PhD,0
Car Loan,48684,0.062004121,26,Self-employed,Low,677,Male,Married,PhD,1
Car Loan,31111,0.090483795,48,Self-employed,Low,849,Male,Divorced,PhD,0
Personal Loan,64936,0.073852981,16,Self-employed,Medium,373,Female,Divorced,High School,1
Car Loan,23614,0.091750381,50,Full-time,High,737,Male,Single,Bachelor,1
Car Loan,93260,0.057942657,20,Full-time,Medium,525,Female,Single,Bachelor,1
Personal Loan,42991,0.061058453,18,Self-employed,High,607,Female,Married,PhD,0
Personal Loan,71476,0.068361878,52,Part-time,Low,647,Female,Divorced,Master,0
Home Loan,61920,0.081184461,31,Full-time,Medium,775,Female,Divorced,Master,1
Home Loan,95294,0.070383781,21,Self-employed,High,614,Female,Single,Master,0
Home Loan,64530,0.089885815,37,Full-time,Low,824,Male,Single,Master,0
Education Loan,37224,0.095403419,15,Part-time,Low,724,Female,Single,High School,0
Education Loan,8788,0.088993663,49,Part-time,High,823,Male,Married,Bachelor,0
Car Loan,29082,0.104281815,35,Part-time,Low,548,Male,Divorced,PhD,1
Home Loan,90570,0.086237399,25,Self-employed,High,481,Female,Divorced,High School,0
Personal Loan,77816,0.061746549,52,Self-employed,High,405,Female,Divorced,Bachelor,0
Home Loan,84588,0.100450648,12,Full-time,High,490,Male,Single,High School,1
Car Loan,17531,0.070922656,28,Self-employed,High,436,Female,Married,Master,0
Education Loan,89340,0.093656277,56,Self-employed,Low,419,Female,Married,High School,0
Education Loan,95439,0.103606013,35,Self-employed,High,371,Female,Single,High School,0
Car Loan,45857,0.08685032,38,Full-time,High,430,Male,Married,Master,1
Home Loan,11142,0.057557618,18,Self-employed,High,756,Male,Married,Master,0
Car Loan,49355,0.066226818,20,Part-time,Low,778,Female,Divorced,PhD,0
Car Loan,10866,0.099841167,54,Self-employed,Medium,351,Female,Single,PhD,0
Education Loan,71067,0.07746316,46,Self-employed,High,418,Female,Single,Bachelor,0
Education Loan,65027,0.081193603,23,Part-time,Medium,563,Male,Single,PhD,1
Education Loan,58906,0.091382366,32,Full-time,Medium,538,Female,Single,PhD,0
Car Loan,29138,0.090444843,14,Self-employed,High,650,Female,Divorced,Bachelor,0
Home Loan,93601,0.084181997,26,Self-employed,Medium,554,Female,Married,High School,0
Car Loan,30956,0.076869974,32,Self-employed,Medium,608,Female,Married,High School,1
Home Loan,77295,0.075309973,21,Self-employed,High,794,Male,Divorced,High School,0
Home Loan,6439,0.092868482,44,Part-time,Low,356,Female,Married,Master,0
Car Loan,48241,0.088303543,57,Self-employed,Medium,702,Female,Single,Bachelor,0
Home Loan,43533,0.0761405,17,Full-time,High,366,Male,Divorced,High School,0
Home Loan,29270,0.096231685,13,Part-time,High,345,Female,Divorced,PhD,1
Car Loan,79815,0.078064488,40,Part-time,Medium,668,Female,Single,PhD,0
Education Loan,40279,0.067225067,51,Full-time,Medium,531,Male,Single,PhD,0
Car Loan,24888,0.06861544,44,Self-employed,Medium,701,Female,Single,Bachelor,0
Education Loan,18630,0.065318887,15,Self-employed,High,322,Male,Married,Bachelor,0
Home Loan,62063,0.07591385,15,Self-employed,High,566,Female,Single,PhD,1
Education Loan,36144,0.098505864,40,Full-time,Low,417,Female,Divorced,Master,1
Education Loan,53161,0.067923572,48,Part-time,Low,354,Female,Married,Master,0
Personal Loan,97718,0.082827136,31,Self-employed,High,452,Male,Married,High School,1
Personal Loan,92074,0.07014966,52,Full-time,Low,538,Female,Divorced,High School,0
Education Loan,78360,0.076095364,34,Full-time,Medium,564,Male,Married,High School,0
Personal Loan,51979,0.057349382,56,Self-employed,Low,567,Male,Single,High School,0
Education Loan,98661,0.076691927,29,Full-time,Low,412,Male,Single,High School,0
Personal Loan,7979,0.077094419,36,Self-employed,High,465,Male,Single,Bachelor,0
Home Loan,27189,0.088104319,12,Self-employed,High,307,Male,Single,Bachelor,0
Car Loan,43600,0.083349214,26,Self-employed,Medium,516,Male,Married,Master,1
Personal Loan,60560,0.062024118,45,Part-time,Low,730,Female,Divorced,Master,0
Car Loan,79040,0.096262974,59,Full-time,High,591,Female,Married,Bachelor,0
Personal Loan,62558,0.083154546,31,Part-time,High,349,Female,Divorced,Master,0
Education Loan,87205,0.082975903,48,Self-employed,High,406,Female,Divorced,PhD,1
Personal Loan,7910,0.079862265,38,Full-time,Medium,308,Male,Single,Master,0
Personal Loan,58713,0.072233638,33,Self-employed,Medium,755,Female,Married,PhD,0
Car Loan,47857,0.083267035,16,Full-time,Low,622,Female,Single,PhD,0
Car Loan,35964,0.087133827,45,Self-employed,Medium,608,Male,Married,High School,0
Personal Loan,86667,0.053796565,50,Full-time,Low,444,Female,Married,Master,0
Car Loan,26227,0.071918587,14,Self-employed,Low,711,Male,Single,PhD,0
Personal Loan,6978,0.076175795,28,Self-employed,Low,413,Female,Married,Master,0
Education Loan,88527,0.083842559,35,Part-time,High,698,Female,Single,Master,1
Education Loan,18153,0.097899665,35,Part-time,High,574,Male,Divorced,Bachelor,0
Home Loan,60765,0.068423888,14,Full-time,High,423,Female,Single,Bachelor,1
Car Loan,40071,0.072530572,56,Full-time,Medium,385,Female,Married,High School,0
Personal Loan,70519,0.072311988,18,Part-time,High,346,Female,Married,Master,0
Education Loan,10503,0.067977086,36,Self-employed,Low,500,Female,Divorced,Bachelor,0
Home Loan,61703,0.074792203,14,Self-employed,Medium,575,Male,Divorced,PhD,0
Home Loan,65379,0.091562033,26,Full-time,Medium,848,Female,Divorced,PhD,0
Personal Loan,96457,0.064192468,40,Full-time,High,429,Male,Single,High School,0
Home Loan,58866,0.086417216,40,Self-employed,High,747,Male,Single,PhD,0
Home Loan,17905,0.054471467,21,Part-time,High,688,Female,Married,Master,0
Personal Loan,46838,0.07157993,43,Full-time,High,562,Male,Divorced,PhD,1
Home Loan,59279,0.07505766,34,Self-employed,Medium,577,Female,Divorced,High School,0
Home Loan,90489,0.105122895,50,Full-time,Medium,345,Male,Single,High School,0
Personal Loan,27806,0.075877965,20,Part-time,Low,467,Male,Married,PhD,0
Personal Loan,46000,0.046981348,48,Full-time,Medium,744,Male,Divorced,Master,0
Education Loan,23168,0.050016666,51,Self-employed,Medium,345,Male,Single,Bachelor,0
Home Loan,71119,0.080510444,25,Part-time,High,839,Female,Single,Master,0
Education Loan,39714,0.089206563,15,Self-employed,Low,386,Female,Divorced,Master,1
Education Loan,55093,0.085631838,31,Part-time,Medium,684,Female,Divorced,Master,0
Car Loan,56419,0.082513552,39,Self-employed,High,564,Female,Married,PhD,0
Personal Loan,50145,0.097433894,25,Full-time,High,321,Male,Divorced,Bachelor,0
Car Loan,78425,0.071906132,55,Part-time,Low,749,Female,Single,Master,0
Personal Loan,93949,0.093423658,45,Part-time,Medium,531,Female,Divorced,Bachelor,0
Car Loan,78811,0.055519777,24,Part-time,Medium,485,Female,Divorced,High School,0
Personal Loan,3461,0.066425783,42,Full-time,Medium,625,Male,Married,Bachelor,0
Home Loan,15291,0.052894379,44,Part-time,Medium,482,Male,Single,PhD,1
Home Loan,47804,0.07587732,50,Full-time,Low,696,Male,Divorced,High School,0
Education Loan,77971,0.079306082,39,Full-time,High,780,Male,Single,High School,0
Car Loan,94471,0.081711522,36,Part-time,High,702,Male,Married,Master,0
Education Loan,65946,0.08092825,43,Self-employed,Low,762,Female,Single,Bachelor,0
Car Loan,99989,0.0660867,20,Part-time,Medium,716,Male,Divorced,High School,0
Personal Loan,85080,0.077146387,39,Self-employed,High,501,Female,Divorced,High School,0
Personal Loan,62332,0.0575383,42,Self-employed,Medium,364,Male,Married,Bachelor,0
Car Loan,78794,0.100448435,28,Part-time,High,316,Male,Married,Bachelor,0
Car Loan,31841,0.075445609,34,Part-time,Medium,482,Male,Married,High School,0
Home Loan,49758,0.072666708,24,Self-employed,Low,690,Male,Single,High School,0
Car Loan,77272,0.103834105,21,Part-time,Medium,343,Male,Single,Bachelor,0
Home Loan,38643,0.061366302,27,Part-time,Medium,781,Male,Single,PhD,0
Car Loan,51408,0.063116193,17,Full-time,Low,562,Female,Single,Bachelor,0
Home Loan,44950,0.063556695,59,Self-employed,Low,473,Male,Married,PhD,0
Education Loan,57849,0.078981929,22,Full-time,Medium,740,Male,Single,High School,0
Home Loan,29044,0.086474474,14,Part-time,Medium,519,Female,Single,Master,0
Education Loan,16997,0.091095132,39,Part-time,Medium,693,Male,Single,Bachelor,0
Home Loan,80751,0.11857993,52,Full-time,High,494,Male,Single,High School,0
Personal Loan,99605,0.046258513,26,Full-time,Medium,708,Female,Married,High School,1
Home Loan,24911,0.089131034,24,Part-time,High,770,Female,Married,Master,0
Car Loan,56533,0.071643041,53,Self-employed,High,646,Male,Divorced,Bachelor,1
Education Loan,83566,0.071203773,56,Full-time,High,761,Male,Divorced,High School,0
Car Loan,95870,0.070703418,28,Self-employed,Low,360,Male,Single,PhD,0
Car Loan,15571,0.066368455,18,Part-time,Low,465,Male,Single,Master,0
Personal Loan,95463,0.105267873,39,Self-employed,High,450,Male,Married,PhD,0
Home Loan,58941,0.09263446,49,Self-employed,High,410,Male,Divorced,Bachelor,0
Personal Loan,59005,0.08034794,24,Part-time,High,787,Female,Single,PhD,0
Home Loan,87250,0.100265236,28,Part-time,Low,848,Female,Divorced,Master,0
Car Loan,59712,0.057312066,26,Part-time,Low,302,Female,Divorced,High School,0
Home Loan,44541,0.060039423,47,Self-employed,Low,782,Female,Divorced,Master,0
Personal Loan,24387,0.047330484,39,Full-time,High,312,Male,Married,High School,0
Education Loan,94980,0.069508782,26,Part-time,High,461,Female,Single,High School,0
Personal Loan,49908,0.082425478,57,Part-time,Medium,643,Male,Single,PhD,0
Personal Loan,86457,0.081542879,22,Full-time,Medium,748,Male,Married,Master,0
Personal Loan,14057,0.082240129,42,Part-time,Low,631,Female,Married,Master,0
Education Loan,65028,0.058834148,15,Part-time,Low,563,Male,Married,High School,1
Car Loan,56731,0.092047321,46,Full-time,Medium,382,Female,Divorced,Master,0
Personal Loan,25858,0.083594413,45,Self-employed,Low,633,Female,Divorced,Bachelor,0
Personal Loan,49689,0.090995814,38,Self-employed,High,679,Female,Single,Bachelor,1
Personal Loan,45638,0.051608567,21,Self-employed,Medium,518,Female,Single,PhD,0
Education Loan,92598,0.084672363,41,Part-time,High,753,Female,Divorced,PhD,0
Education Loan,47486,0.062183521,56,Full-time,Medium,388,Male,Divorced,Master,0
Education Loan,21567,0.074040151,31,Self-employed,Medium,632,Female,Married,PhD,0
Car Loan,30739,0.088015473,40,Full-time,Low,609,Male,Divorced,Master,0
Home Loan,58804,0.081366404,40,Self-employed,High,719,Male,Single,PhD,0
Car Loan,4754,0.0672269,34,Self-employed,High,653,Male,Single,Bachelor,0
Car Loan,28044,0.080094097,32,Part-time,High,399,Male,Married,High School,0
Car Loan,68260,0.05702697,59,Self-employed,High,444,Female,Married,High School,0
Home Loan,67912,0.097254011,54,Self-employed,Low,309,Male,Single,Bachelor,0
Personal Loan,9706,0.07692074,21,Full-time,High,343,Female,Divorced,High School,0
Education Loan,9894,0.096778249,52,Part-time,Low,685,Male,Divorced,Master,0
Car Loan,19037,0.072102025,23,Part-time,Medium,794,Female,Single,Master,1
Education Loan,84986,0.07214636,41,Self-employed,High,792,Female,Divorced,Bachelor,0
Education Loan,82942,0.068537198,44,Part-time,Low,468,Female,Divorced,Bachelor,0
Education Loan,52612,0.093142609,29,Full-time,Medium,830,Female,Single,Bachelor,1
Personal Loan,30725,0.069358533,25,Part-time,High,635,Female,Single,Bachelor,1
Education Loan,6926,0.089668931,33,Self-employed,High,812,Male,Married,High School,0
Education Loan,10496,0.074263214,32,Part-time,Low,429,Male,Single,High School,0
Personal Loan,57447,0.050360551,12,Part-time,Medium,838,Male,Married,High School,0
